"For every action there is an equal and opposite reaction... like your body.", "Mọi hành động đều có phản ứng ngược và tương đương... giống như cơ thể bạn."
"Tip: Don't die next time!", "Mẹo: Lần sau đừng chết!"
"You have war broke my heart.", "Bạn đã chiến tranh làm tan nát trái tim tôi."
"Tip: When hiding from a nearby enemy, attempt to not die.", "Mẹo: Khi trốn kẻ thù gần đó, hãy cố đừng chết."
"You've won a participation trophy.  Congratulations!", "Bạn đã thắng một chiếc cúp tham gia. Chúc mừng!"
"Due to budget cuts on words, only winners receive complete", "Do cắt giảm ngân sách từ ngữ, chỉ người thắng mới nhận được đầy đủ"
"Research has shown that dying will not result in winning the game.", "Nghiên cứu đã chỉ ra rằng chết sẽ không giúp bạn thắng trò chơi."
"Please do not toss your headphones across the room in frustration. --WB Team", "Xin đừng ném tai nghe khắp phòng vì tức giận. --Nhóm WB"
"'Pick yourself up. Dust yourself off. Start all over again.' --Fred Astaire, 1926", "'Hãy đứng dậy. Phủi bụi. Bắt đầu lại từ đầu.' --Fred Astaire, 1926"
"Your death has resulted in the immediate loss of your opportunity to win.", "Cái chết của bạn đồng nghĩa với việc mất ngay cơ hội chiến thắng."
"Since you died, and we cannot find a will, we are hereby seizing your property and assets in name of the goverment of War Brokers.", "Vì bạn đã chết và chúng tôi không tìm thấy di chúc, tài sản của bạn sẽ bị tịch thu nhân danh chính phủ War Brokers."
"You death has made someone else very happy. Congratulations!", "Cái chết của bạn đã khiến ai đó rất vui. Chúc mừng!"
"Thank you for contributing to The Grim Reapers daily quota.", "Cảm ơn bạn đã góp phần vào chỉ tiêu hàng ngày của Thần Chết."
"We are informing you that we will be dropping your body from 40,000 feet for 'research'.", "Chúng tôi xin thông báo sẽ thả thi thể bạn từ độ cao 40.000 feet vì mục đích 'nghiên cứu'."
"Next time, please die near the soccer goal so the winner can play with your dead body.", "Lần sau, hãy chết gần khung thành để người thắng có thể chơi với xác bạn."
"We have now started the ritual to transform you into a pancake.", "Chúng tôi đã bắt đầu nghi lễ biến bạn thành bánh pancake."
"There is always a second life... wait actually this was your only one.", "Luôn có một mạng thứ hai... khoan, thật ra đây là mạng duy nhất của bạn."
"There is always a second life... And you just used it up!", "Luôn có một mạng thứ hai... Và bạn vừa dùng hết nó!"
"Studies have shown that your chances of losing are 99.99999%.", "Nghiên cứu cho thấy khả năng thua của bạn là 99,99999%."
"Open Parachute", "Mở dù"
"press ENTER", "Nhấn ENTER"
"BACKPACK", "BALO"
"GROUND", "MẶT ĐẤT"
"Scramble to find the best loot and fight to be the last survivor.", "Chạy nhanh tìm đồ tốt nhất và chiến đấu để trở thành người sống sót cuối cùng."
"Start with set weapon. Respawn each time you die.", "Bắt đầu với vũ khí cố định. Hồi sinh mỗi khi chết."
"Play New Game", "Chơi Trò Chơi Mới"
"SPECTATE", "XEM"
"PLAY NEW GAME", "CHƠI TRÒ CHƠI MỚI"
"DEFEND BOMBS!", "BẢO VỆ BOM!"
"DEFEND MISSILES!", "BẢO VỆ TÊN LỬA!"
"KILLS", "HẠ GỤC"
"Results", "Kết quả"
"to Arm Bomb", "để Kích hoạt Bom"
"to Lower Missile", "để Hạ Tên lửa"
"Unused", "Chưa dùng"
"Fall Faster", "Rơi Nhanh Hơn"
"To view your full stats, please sign in.", "Để xem đầy đủ thống kê, vui lòng đăng nhập."
"Time Remaining", "Thời gian còn lại"
"Vehicle Escort", "Hộ tống phương tiện"
"To earn crates, complete missions, keep track of your XP, and to purchase coins in War Brokers, please sign in.", "Để kiếm thùng đồ, hoàn thành nhiệm vụ, theo dõi XP và mua xu trong War Brokers, vui lòng đăng nhập."
"Press L to Lock/Unlock Cursor", "Nhấn L để Khóa/Mở khóa con trỏ"
"New Holiday skins!", "Skin lễ hội mới!"
"Earn a holiday crate for every 30 minutes of play!", "Nhận một thùng lễ hội mỗi 30 phút chơi!"
"New Weapons!", "Vũ khí mới!"
"Try out the VSS (Close Range Sniper) and the .50 Cal Sniper!", "Thử VSS (Súng bắn tỉa tầm gần) và súng bắn tỉa .50 Cal!"
"Other weapons like the Mini-Gun and Rifle have been buffed!", "Các vũ khí khác như Mini-Gun và Rifle đã được tăng sức mạnh!"
"DEATH MATCH", "ĐẤU TỬ"
"Starting in", "Bắt đầu sau"
"WAITING FOR ONE MORE PLAYER...", "ĐANG CHỜ THÊM 1 NGƯỜI CHƠI..."
"STARTING IN", "BẮT ĐẦU SAU"
"CAPTURE POINTS", "CHIẾM ĐIỂM"
"VEHICLE ESCORT", "HỘ TỐNG PHƯƠNG TIỆN"
"MOVE THE TANK", "DI CHUYỂN XE TĂNG"
"Flag has been raised", "Cờ đã được kéo lên"
"Raising your flag", "Đang kéo cờ của bạn"
"Lowering enemy flag", "Đang hạ cờ địch"
"VSS", "VSS"
".50 Cal Sniper", "Súng bắn tỉa .50 Cal"
"Objective failed, switching sides.", "Nhiệm vụ thất bại, đổi phe."
"Objective completed, switching sides.", "Nhiệm vụ hoàn thành, đổi phe."
"You earned a Holiday Crate!!!", "Bạn nhận được Hộp Quà Lễ Hội!!!"
"Bomb", "Bom"
"was disarmed!", "đã bị gỡ!"
"Missile", "Tên lửa"
"was launched!", "đã được phóng!"
"CITY POINT", "ĐIỂM THÀNH PHỐ"
"TOMB", "LĂNG MỘ"
"BGM Overlay", "Lớp phủ nhạc nền"
"Get the new limited time items!", "Nhận vật phẩm giới hạn mới!"
"War Brokers Steam version 55% off until February 11:", "War Brokers bản Steam giảm 55% đến hết ngày 11/2:"
"Faster load time", "Tải nhanh hơn"
"Turret", "Tháp súng"
"You earned a Special Crate!!!", "Bạn nhận được Hộp Quà Đặc Biệt!!!"
"Vulgar, offensive or derogatory words in your player name do not meet War Brokers standards.  Please choose a new name, and continue enjoying War Brokers", "Tên người chơi chứa từ tục, xúc phạm hoặc miệt thị không phù hợp với tiêu chuẩn của War Brokers. Vui lòng chọn tên mới và tiếp tục tận hưởng War Brokers"
"Vulgar, offensive or derogatory chat messages do not meet War Brokers standards. You have been warned for your behavior. Please be considerate of your fellow players and enjoy War Brokers", "Tin nhắn trò chuyện chứa từ tục, xúc phạm hoặc miệt thị không phù hợp với tiêu chuẩn của War Brokers. Bạn đã bị cảnh báo về hành vi này. Vui lòng tôn trọng người chơi khác và tận hưởng War Brokers"
"Crossbow", "Nỏ"
"THE SOMME", "TRẬN SOMME"
"Buy War Brokers on Steam!", "Mua War Brokers trên Steam!"
"Leprechaun Hat", "Mũ yêu tinh Leprechaun"
"Leprechaun Beard", "Râu yêu tinh Leprechaun"
"Four Leaf Clover Decal (free)", "Hình dán cỏ bốn lá (miễn phí)"
"Leprechaun Ears (free)", "Tai yêu tinh Leprechaun (miễn phí)"
"Leprechaun Skin (free)", "Giao diện Leprechaun (miễn phí)"
"Please quit the server you are on before joining a new one!", "Vui lòng thoát khỏi máy chủ hiện tại trước khi tham gia máy chủ mới!"
"Please choose a nick name that is not vulgar, religious, or has bad words.", "Vui lòng chọn biệt danh không chứa từ tục, tôn giáo hoặc từ ngữ xấu."
"Unique Nick", "Biệt danh độc quyền"
"FRIENDS", "BẠN BÈ"
"Friend List", "Danh sách bạn bè"
"Join", "Tham gia"
"Remove", "Xóa"
"Remove Friend?", "Xóa bạn?"
"Friend Requests", "Lời mời kết bạn"
"Accept", "Chấp nhận"
"Decline", "Từ chối"
"Find Someone", "Tìm người"
"Request", "Yêu cầu"
"Death Match, Escort, Package Drop, Missile Launch, Bomb Disposal", "Đấu đội, Hộ tống, Thả hàng, Phóng tên lửa, Gỡ bom"
"SPECTATOR MODE", "CHẾ ĐỘ KHÁN GIẢ"
"Waiting for free slot", "Đang chờ chỗ trống"
"Press 1 or 2 to cycle players", "Nhấn 1 hoặc 2 để đổi người chơi"
"Choose a nick", "Chọn biệt danh"
"SCAR", "SCAR"
"TRIBUTE", "TRUYỀN THỐNG"
"Stream on Twitch now to be featured here", "Phát trực tiếp trên Twitch để được hiển thị ở đây"
"Sign in to connect with friends!", "Đăng nhập để kết nối với bạn bè!"
"No pending invites...", "Không có lời mời chờ..."
"Offline", "Ngoại tuyến"
"Players", "Người chơi"
"No friends...", "Không có bạn bè..."
"No results...", "Không có kết quả..."
"COWBOYS WITH MATCHING HOLSTERS, HATS, BANDOLIER AND BANDANA - AVAILABLE IN THE STORE", "CAO BỒI VỚI BAO SÚNG, MŨ, DÂY ĐẠN VÀ KHĂN QUÀNG PHÙ HỢP - CÓ TRONG CỬA HÀNG"
"SOMBRERO AND CUSTOMIZABLE FLAG BANDANA FREE WITH PLAY", "MŨ SOMBRERO VÀ KHĂN QUÀNG CỜ TÙY CHỈNH MIỄN PHÍ KHI CHƠI"
"ADS", "Ngắm bắn"
"Head Shot SFX", "Hiệu ứng âm thanh bắn headshot"
"Dynamic Lights", "Ánh sáng động"
" to Activate Terminal", " để kích hoạt thiết bị"
"Slow down to refuel", "Giảm tốc để tiếp nhiên liệu"
"Hold still to refuel", "Đứng yên để tiếp nhiên liệu"
"Fuel tank full", "Bình nhiên liệu đầy"
"Up to 4x faster frame rate than browser.", "Tốc độ khung hình nhanh gấp 4 lần so với trình duyệt."
"Steam exclusive Hazmat suit.", "Bộ đồ Hazmat độc quyền trên Steam."
"3D positional audio versus stereo on browser.", "Âm thanh định vị 3D so với âm thanh stereo trên trình duyệt."
"Includes 1200 Coins", "Bao gồm 1200 Xu"
"Unique orange nickname.", "Biệt danh màu cam độc quyền."
"BATTLE ROYALE", "SINH TỒN"
"CLASSIC", "CỔ ĐIỂN"
"You earned a Special Item!!!", "Bạn nhận được Vật Phẩm Đặc Biệt!!!"
"Tactical Shotgun", "Súng shotgun chiến thuật"
"Sprint", "Chạy nước rút"
"Chat Window", "Cửa sổ trò chuyện"
"MOONBASE", "Căn cứ Mặt Trăng"
"ALL-TIME & DAILY LEADERBOARDS - WEAPON INFO - PERSONAL STATS - MAPS - COMICS - VIDEOS", "Bảng xếp hạng mọi thời đại & hàng ngày - Thông tin vũ khí - Thống kê cá nhân - Bản đồ - Truyện tranh - Video"
"Fire Mode", "Chế độ bắn"
"Scroll Wheel", "Con lăn chuột"
"Left mouse button to parachute", "Nhấn chuột trái để bung dù"
"Right mouse button to spawn", "Nhấn chuột phải để hồi sinh"
"You are in screen shot mode. Press RIGHT SHIFT + 8 to turn on your gun so you can fire", "Bạn đang ở chế độ chụp màn hình. Nhấn SHIFT PHẢI + 8 để bật súng và bắn"
"Activate Terminal", "Kích hoạt thiết bị đầu cuối"
"Search", "Tìm kiếm"
"AREA 15 BASE", "Căn cứ Khu vực 15"
"AREA 15 BUNKER", "Hầm Khu vực 15"
"SKULL ISLAND", "Đảo Đầu Lâu"
"The human race is dead.", "Loài người đã tuyệt chủng."
"The zombies are coming for you!  Make teams with other players to survive, or go it alone and kill everything that moves, the choice is yours...", "Lũ zombie đang tới! Hãy lập đội với người chơi khác để sống sót, hoặc chiến đấu một mình và tiêu diệt mọi thứ di chuyển — lựa chọn là của bạn..."
"Change your nick to something else", "Đổi biệt danh của bạn thành tên khác"
"Change Nick", "Đổi biệt danh"
"Default", "Mặc định"
"Competitive", "Cạnh tranh"
"Lobby", "Sảnh chờ"
"COMPETITIVE", "Chế độ cạnh tranh"
"Team up with your friends in a 2x2 match", "Lập đội với bạn bè trong trận 2 đấu 2"
"LOBBY", "Sảnh chờ"
"Elo -", "Elo -"
"Unable to connect to server, please try again", "Không thể kết nối đến máy chủ, vui lòng thử lại"
"HANGAR", "Nhà chứa máy bay"
"KITCHEN", "Nhà bếp"
"TEST", "Kiểm tra"
"Waiting for", "Đang chờ"
"more player(s)", "thêm người chơi"
"Match Win!", "Chiến thắng!"
"Match Loss!", "Thua trận!"
"Match Tie!", "Hòa!"
"Waiting for the other team...", "Đang chờ đội còn lại..."
"Invite a player to team with you, join someone's team, or let the computer team you up automatically.  Press Play when ready.", "Mời một người chơi lập đội với bạn, tham gia đội của người khác hoặc để máy sắp xếp tự động. Nhấn Chơi khi sẵn sàng."
"Rifle", "Súng trường"
"Light", "Ánh sáng"
"Emblem Color", "Màu biểu tượng"
"Party", "Nhóm"
"Invite", "Mời"
"Private", "Riêng tư"
"Quit", "Thoát"
"Leave", "Rời"
"Space Center", "Trung tâm vũ trụ"
"Rest Stop", "Trạm nghỉ"
"Stadium", "Sân vận động"
"Trailer Park", "Khu nhà di động"
"Farmington Farms", "Trang trại Farmington"
"Old Wings Salvage", "Bãi phế liệu Old Wings"
"Metro Airport", "Sân bay Metro"
"Training Grounds", "Khu huấn luyện"
"The Diner", "Quán ăn"
"Train Station", "Nhà ga"
"Fuel Refinery", "Nhà máy lọc nhiên liệu"
"Grand City", "Thành phố lớn"
"The Port", "Cảng"
"Government Park", "Công viên chính phủ"
"Junkers", "Bãi phế liệu"
"Skywatch Base", "Căn cứ Skywatch"
"Area 15", "Khu vực 15"
"Mountain Base", "Căn cứ núi"
"Del Gato", "Del Gato"
"The Reactor", "Lò phản ứng"
"Old Man's Cabin", "Túp lều của ông lão"
"Pin Enemy", "Ghim kẻ địch"
"CREATE WAR BROKERS ACCOUNT", "TẠO TÀI KHOẢN WAR BROKERS"
"Solo", "Đơn"
"Check this out", "Xem cái này"
"Enemy spotted", "Phát hiện kẻ địch"
"Found", "Đã tìm thấy"
"Marker cleared", "Đã xóa dấu đánh dấu"
"Take my walkie talkie to a radar station", "Mang bộ đàm của tôi đến trạm radar"
"Cover me", "Yểm trợ tôi"
"Follow me", "Theo tôi"
"I need attachments", "Tôi cần phụ kiện"
"I need armor", "Tôi cần giáp"
"I need ammo", "Tôi cần đạn"
"I need health", "Tôi cần hồi máu"
"Let's stay here", "Hãy ở lại đây"
"Clear your ping marker", "Xóa dấu ping của bạn"
"I need rifle ammo", "Tôi cần đạn súng trường"
"I need unused ammo", "Tôi cần đạn chưa sử dụng"
"I need light ammo", "Tôi cần đạn nhẹ"
"I need heavy ammo", "Tôi cần đạn nặng"
"I need shotgun ammo", "Tôi cần đạn shotgun"
"DWARF'S DUNGEON", "HẦM NGỤC CỦA NGƯỜI LÙN"
"Error! Already is a friend", "Lỗi! Đã là bạn bè"
"Error! Please accept their invitation", "Lỗi! Vui lòng chấp nhận lời mời của họ"
"Loading...", "Đang tải..."
"Reconnecting", "Đang kết nối lại"
"Error! You have already issued a friend request", "Lỗi! Bạn đã gửi lời mời kết bạn rồi"
"Steam is offline, unable to connect", "Steam đang ngoại tuyến, không thể kết nối"
"Duos Party", "Nhóm Đôi"
"Join Duo", "Tham gia Nhóm Đôi"
"Invite to Duo", "Mời vào Nhóm Đôi"
"Block Duo Invites", "Chặn lời mời Nhóm Đôi"
"Fill (Will search for partner)", "Ghép đội (Sẽ tìm đồng đội)"
"No Fill (Will not search for partner)", "Không ghép đội (Sẽ không tìm đồng đội)"
"Leave Duo", "Rời Nhóm Đôi"
"YOUR PARTNER CAN REVIVE YOU.  HANG IN THERE!", "ĐỒNG ĐỘI CÓ THỂ HỒI SINH BẠN. CỐ LÊN!"
"YOUR DUOS PARTNER IS", "ĐỒNG ĐỘI NHÓM ĐÔI CỦA BẠN LÀ"
"HEAD TO A RADAR STATION AND ACTIVATE THE COMPUTER", "DI CHUYỂN ĐẾN TRẠM RADAR VÀ KÍCH HOẠT MÁY TÍNH"
"GET THE WALKIE TALKIE TO REVIVE YOUR TEAMMATE", "LẤY BỘ ĐÀM ĐỂ HỒI SINH ĐỒNG ĐỘI CỦA BẠN"
"FRONTIER", "VÙNG BIÊN"
"Invite a player to team with you, join someone's team.  Choose fill to search for a partner.  Press Play when ready.", "Mời một người chơi lập đội với bạn hoặc tham gia đội của ai đó. Chọn ghép đội để tìm đồng đội. Nhấn Chơi khi sẵn sàng."


